Site,site_Treatment, LON (NAD83 MTM (Modified Transverse Mercator) zone 6),LAT (NAD83 MTM (Modified Transverse Mercator) zone 6),LON E,LAT N
2014,6,24,28.8,97.4,10.5
2014,6,25,0,4.5,13
2014,6,26,0,0,8.5
2014,6,27,0,0,6
2014,6,28,0,0,8.3
2014,6,29,0,2.6,10.4
2014,6,30,0,6.5,13.3
2014,7,1,0.6,10.2,16.8
2014,7,2,0,3.5,19.6
2014,7,3,13.3,12.8,17
2014,7,4,3.7,2.7,13.5
2014,7,5,23,6.1,8.4
2014,7,6,0,4.8,6.9
2014,7,7,4.6,9,11
2014,7,8,5.1,33.3,15.7
2014,7,9,0,0.5,15.2
2014,7,10,0,0,13
2014,7,11,0,0.1,7.7
2014,7,12,0,0.6,9
2014,7,13,6.9,14.3,12.1
2014,7,14,0,0.1,17.3
2014,7,15,12.9,67.5,9.6
2014,7,16,5.5,2,15.7
2014,7,17,0,0.2,14
2014,7,18,0,0,11.1
2014,7,19,0,0,9.1
2014,7,20,0,1.3,11.6
2014,7,21,0,0.2,15.4
2014,7,22,0,1.2,12.8
2014,7,23,1.9,20.2,16.1
2014,7,24,0,0,8.8
2014,7,25,0,4.9,6
2014,7,26,2.2,39.9,11.7
2014,7,27,23.5,50.1,11.4
2014,7,28,27.4,54.8,15.4
2014,7,29,1.2,0.7,15
2014,7,30,1.8,3.2,8.6
2014,7,31,9.3,37.3,14.1
2014,8,1,0,2.4,10.7
2014,8,2,0.4,50.9,11.2
2014,8,3,0,1.3,13.6
2014,8,4,4.5,10.3,13
2014,8,5,0,15,13.3
2014,8,6,0,1.8,8.8
2014,8,7,0,6.2,7.2
2014,8,8,0,5,12
2014,8,9,0,0,10.4
2014,8,10,0,1.2,10
2014,8,11,0,5.8,9.2
2014,8,12,0,39.5,10
2014,8,13,0,69.9,12.1
2014,8,14,36.2,11,15.6
2014,8,15,29.7,5.6,12.3
2014,8,16,6.3,13.6,9.4
2014,8,17,2.4,8.5,11.8
2014,8,18,0,0.4,10.7
2014,8,19,0,0.1,12.6
2014,8,20,0,1.7,9.4
2014,8,21,0,0.7,9.4
2014,8,22,0,1.2,10.6
2014,8,23,0,0,8.3
2014,8,24,0,0,13
2014,8,25,0,0,11.8
2014,8,26,3.7,7.7,12.5
2014,8,27,1.3,1.2,14.6
2014,8,28,4.4,1,9.8
2014,8,29,0,0.7,3.2
2014,8,30,8.2,26.7,4
2014,8,31,11.8,45.6,14.5
2014,9,1,0.2,2.3,12.1
2014,9,2,13,50.7,14.3
2014,9,3,0,0.5,15
2014,9,4,0.9,1.3,8.3
2014,9,5,10.5,21.8,11.1
2014,9,6,0.4,6.2,9.8
2014,9,7,0.1,0.1,3.7
2014,9,8,0,0,-0.6
2014,9,9,0,0,2.9
2014,9,10,0,8.4,5.7
2014,9,11,7.1,8.4,8.7
2014,9,12,0,0,6.2
2014,9,13,7.7,11.3,-1.3
2014,9,14,0.1,0.3,7
2014,9,15,2.7,1.3,5.4
2014,9,16,0,0.4,1.9
2014,9,17,9.3,6,2.4
2014,9,18,0,0.1,0.5
2014,9,19,0,0.2,-2.8
2014,9,20,3.3,6.6,-0.8
2014,9,21,0.4,15.5,8.8
2014,9,22,12.2,2.2,7.8
2014,9,23,1.7,0.6,4.1
2014,9,24,0,0,-2.4
2014,9,25,0,0,2.2
2014,9,26,0,0,7
2014,9,27,0,0,10.3
2014,9,28,0.4,1.3,7.2
2014,9,29,2.2,3.1,4.1
2014,9,30,0.5,0.1,1.3
2014,10,1,0,0,2.9
2014,10,2,0,0,0.6
2014,10,3,0,3,0.7
2014,10,4,6.3,26.9,3.4
2014,10,5,24.6,4,8.8
2014,10,6,0,2.5,0.6
2014,10,7,2.1,26,1.3
2014,10,8,15.9,12.6,9.7
2014,10,9,1.3,1.7,2.9
2014,10,10,0,0.2,1.5
2014,10,11,1.6,0.3,3.1
2014,10,12,0,0,1.2
2014,10,13,0,0.4,-1.7
2014,10,14,2.3,3.9,-0.4
2014,10,15,19.7,13.1,9.4
2014,10,16,7.5,28.8,6.5
2014,10,17,6.7,7.3,6.7
2014,10,18,19.4,14.8,6.8
2014,10,19,0,0.1,0.8
2014,10,20,0,0.4,0.4
2014,10,21,0,1.8,-4.2
2014,10,22,0,0.3,-4.2
2014,10,23,0,13.3,-2.5
2014,10,24,2.2,0.3,-0.9
2014,10,25,7.2,5.3,2.1
2014,10,26,3.4,1.9,0.6
2014,10,27,3.2,0.9,1.3
2014,10,28,8.6,4.2,-0.2
2014,10,29,6,0.5,0.7
2014,10,30,0,0,-0.1
2014,10,31,0,0,-4
2014,11,1,0,0.1,-5.6
2014,11,2,26.5,9.7,-2.8
2014,11,3,1.8,0.3,-2.9
2014,11,4,12.2,12.3,-2.3
2014,11,5,5,1.7,-1.8
2014,11,6,3.4,7.1,-1.9
2014,11,7,12,5.9,-2
2014,11,8,0,0.9,-5.1
2014,11,9,0,0.7,-8.1
2014,11,10,0.6,0.3,-7.4
2014,11,11,0.5,2.2,-9.1
2014,11,12,4.2,3.6,-4.7
2014,11,13,0.4,0.3,-4.2
2014,11,14,0.8,0.4,-8.3
2014,11,15,0,0.3,-9.3
2014,11,16,0.8,3.2,-14.6
2014,11,17,8.3,25,-6
2014,11,18,1.3,4.7,-5.9
2014,11,19,0,1.5,-10
2014,11,20,1.2,4,-16.9
2014,11,21,0.5,1,-11
2014,11,22,3.3,2.8,-12.5
2014,11,23,0,13.8,-6.2
2014,11,24,5.9,37,-3.3
2014,11,25,1.1,0.5,1.8
2014,11,26,4.3,4.9,-4.1
2014,11,27,1.9,0.7,-7.7
2014,11,28,1.3,2.5,-15.2
2014,11,29,3,1.8,-16.7
2014,11,30,5.9,2.8,-17.4
2014,12,1,1.5,0.3,-11.5
2014,12,2,1.2,7,-20.7
2014,12,3,8.9,6.9,-20.8
2014,12,4,0,0,-15.7
2014,12,5,0.5,0.9,-23.3
2014,12,6,1.1,0.4,-17.2
2014,12,7,0.1,0,-19.7
2014,12,8,0,0.2,-22.3
2014,12,9,6.6,13.5,-15.4
2014,12,10,25.8,114.8,-5.9
2014,12,11,4.9,16,-3.3
2014,12,12,4,3.5,-1
2014,12,13,0,0.8,-0.5
2014,12,14,0.2,0,-1
2014,12,15,0,0,-7.7
2014,12,16,0,0.4,-12.5
2014,12,17,5,9.2,-5.6
2014,12,18,10.2,2.9,-5
2014,12,19,0,0.1,-11.3
2014,12,20,0.4,0.1,-15.7
2014,12,21,0,0.3,-16.9
2014,12,22,0,0.4,-9.1
2014,12,23,0,3.3,-7.3
2014,12,24,15.9,31.2,-4.1
2014,12,25,3.9,2.5,-1.8
2014,12,26,0,0,-1.3
2014,12,27,1.3,7.1,-5.3
2014,12,28,1.8,0.9,-9
2014,12,29,2.1,0.4,-18
2014,12,30,0,0.3,-24
2014,12,31,0,0.8,-26.2
2015,1,1,2.4,11.1,-25.1
2015,1,2,1.8,0.9,-17.4
2015,1,3,5.4,22,-23.7
2015,1,4,8.3,38.9,-23.1
2015,1,5,2.1,1.4,-19.8
2015,1,6,0,3.5,-29.4
2015,1,7,0.3,2.2,-29.9
2015,1,8,1.4,7.2,-32
2015,1,9,1.7,2.8,-31.1
2015,1,10,0.5,0.8,-20.9
2015,1,11,0.5,3.9,-24
2015,1,12,2.9,3.3,-16.8
2015,1,13,0,0,-25.3
2015,1,14,0,0.2,-30
2015,1,15,2.4,8.9,-25.5
2015,1,16,1.3,1.5,-17.9
2015,1,17,0.6,0.4,-25.1
2015,1,18,3.1,23.6,-26.7
2015,1,19,4.2,7.2,-6.1
2015,1,20,0,0.6,-17.3
2015,1,21,0,0.1,-17.1
2015,1,22,0.2,0.3,-22.9
2015,1,23,0.8,4.7,-22
2015,1,24,0.3,2.7,-10.4
2015,1,25,0.5,0.6,-16.6
2015,1,26,0,0.2,-23.9
2015,1,27,2.9,8.3,-29.3
2015,1,28,0.2,0.1,-16.7
2015,1,29,0,7.1,-21.7
2015,1,30,4.4,6.5,-11.8
2015,1,31,2,3.7,-14.2
2015,2,1,0,0.4,-21.5
2015,2,2,0.4,2.7,-30.4
2015,2,3,0,1.3,-25.7
2015,2,4,2.4,13.5,-30.4
2015,2,5,0.3,0.2,-19.6
2015,2,6,0,1.8,-27.2
2015,2,7,0.5,0.5,-27.5
2015,2,8,0,8.9,-31.9
2015,2,9,0,0.3,-34.5
2015,2,10,0,0,-28.1
2015,2,11,0,4.5,-25.7
2015,2,12,0.8,4.5,-24.6
2015,2,13,0,0.4,-23.2
2015,2,14,0,1.2,-28.9
2015,2,15,9.9,5.7,-29
2015,2,16,3.9,1.1,-18.8
2015,2,17,0,0,-23.9
2015,2,18,0,2.2,-22.6
2015,2,19,9.3,32.4,-23.4
2015,2,20,1.6,1.4,-12.7
2015,2,21,2,7.8,-23.4
2015,2,22,1,3.4,-16.9
2015,2,23,1.1,0.5,-24.1
2015,2,24,0,0.6,-29.5
2015,2,25,1.3,1.4,-19
2015,2,26,0,0,-21.5
2015,2,27,0,0,-30
2015,2,28,0,0,-27.2
2015,3,1,0.9,1.5,-22.6
2015,3,2,0.1,1.1,-11
2015,3,3,4.2,8.8,-21.1
2015,3,4,0.8,0.2,-18.3
2015,3,5,0,0,-18.9
2015,3,6,0,0.2,-27.2
2015,3,7,0.4,2,-20.3
2015,3,8,0,3,-17.2
2015,3,9,0.3,0.9,-24.4
2015,3,10,2.6,1.6,-19
2015,3,11,1,0.4,-4.4
2015,3,12,0.1,0,-12.6
2015,3,13,0,0.6,-19.9
2015,3,14,0.1,36.6,-25.2
2015,3,15,0,5.1,-13.6
2015,3,16,0,1.1,-18.9
2015,3,17,10.1,13.6,-17.6
2015,3,18,0.4,3.7,-12.4
2015,3,19,0,0,-12.8
2015,3,20,0,0.2,-21
2015,3,21,3.3,13.1,-6.1
2015,3,22,7.9,13.4,-15.2
2015,3,23,0,0.3,-16.4
2015,3,24,0,0,-15.7
2015,3,25,1.1,1,-17.7
2015,3,26,0,0.8,-5.6
2015,3,27,0,0.1,-6.4
2015,3,28,0,0,-14.8
2015,3,29,0,0.4,-19.2
2015,3,30,4,6.1,-8.8
2015,3,31,0.4,0,-4.1
2015,4,1,0,0.3,-13.8
2015,4,2,12,8.5,-16.7
2015,4,3,0.6,15.2,-5.2
2015,4,4,3.8,5.6,-7.9
2015,4,5,0,0.2,-19.3
2015,4,6,0,0.6,-18.7
2015,4,7,0,0,-15.9
2015,4,8,0,0.6,-16.6
2015,4,9,1.4,14.1,-16.5
2015,4,10,13.8,17.8,-4.8
2015,4,11,0.3,0.7,-1.5
2015,4,12,0,0.2,-3.9
2015,4,13,1.3,1.7,-4.8
2015,4,14,0,0,2.6
2015,4,15,0,0,-2.8
2015,4,16,0,0.2,-6.8
2015,4,17,0,0.1,-0.3
2015,4,18,0,1.1,-2.2
2015,4,19,0,0,-6.3
2015,4,20,3.8,11.4,-8
2015,4,21,5.3,8.6,-1.4
2015,4,22,0,13.6,-0.5
2015,4,23,12.1,7.8,-2.1
2015,4,24,2.6,7.8,-1.6
2015,4,25,1.7,1.3,-1.5
2015,4,26,3.2,1.7,-0.6
2015,4,27,0.2,0.8,0.5
2015,4,28,0.1,1.9,-0.3
2015,4,29,0,0.1,2.1
2015,4,30,0,0,1.4
2015,5,1,0,0.2,-3
2015,5,2,0,0,-0.2
2015,5,3,0,0.1,-3
2015,5,4,2.7,3.5,0.7
2015,5,5,0,0.2,5.1
2015,5,6,0,0,-1.9
2015,5,7,0,0.3,-1.9
2015,5,8,0.6,0.8,1.2
2015,5,9,0.9,14.3,2.3
2015,5,10,0,5.6,7
2015,5,11,4.8,8.6,-1.4
2015,5,12,10.5,34.5,2.2
2015,5,13,0,0,-0.1
2015,5,14,0,0,-2.5
2015,5,15,0,0,0.6
2015,5,16,1.8,0.8,4.3
2015,5,17,0.8,0.2,7.6
2015,5,18,6.9,36.8,7.7
2015,5,19,6.2,17.7,8.2
2015,5,20,3.3,0.5,3.3
2015,5,21,0.6,3.2,-0.2
2015,5,22,1.3,1.2,1.5
2015,5,23,0.4,0.3,-3.1
2015,5,24,0,0.3,0.6
2015,5,25,1.7,9.9,0.6
2015,5,26,8,9.2,10.1
2015,5,27,12.2,17.5,8.6
2015,5,28,1.9,17.9,14.2
2015,5,29,0,0.8,1.9
2015,5,30,26.9,54.8,7.4
2015,5,31,0,2.4,6.1
2015,6,1,0,2.7,1.4
2015,6,2,1.9,3.4,3.2
2015,6,3,0,0,3.5
2015,6,4,0.2,1.7,1.5
2015,6,5,4.7,7.6,10.2
2015,6,6,0,0,6.6
2015,6,7,0.4,9.4,-1.8
2015,6,8,15.6,16.6,7.6
2015,6,9,6.3,48.5,7.8
2015,6,10,4.8,17.1,10.9
2015,6,11,7.9,4.5,9.2
2015,6,12,0.2,7.6,12.7
2015,6,13,0,0,8.5
2015,6,14,0,0.1,5.7
2015,6,15,0,2.4,2.6
2015,6,16,16.1,24.2,13.7
2015,6,17,0,0.1,4.3
2015,6,18,10.4,8.6,5.6
2015,6,19,0,0,7.9
2015,6,20,0.3,1.6,1.3
2015,6,21,4.1,6,6.7
2015,6,22,0.8,0.8,9.8
2015,6,23,15.4,50.7,8.2
2015,6,24,0,0.5,11.2
2015,6,25,0.1,0.3,6.2
2015,6,26,0.5,0.7,5.3
2015,6,27,0,0.6,6
2015,6,28,7.1,35.9,7.8
2015,6,29,5,3.4,9.7
2015,6,30,0,7.9,8
2015,7,1,4.9,54.3,11.5
2015,7,2,1.2,0.8,12.9
2015,7,3,1.1,0.1,10.7
2015,7,4,0,1.1,7.1
2015,7,5,0,0.5,9.6
2015,7,6,0,0.4,8.6
2015,7,7,9.6,36.1,12
2015,7,8,0,0,15.3
2015,7,9,0,0,6
2015,7,10,0,0.8,12.4
2015,7,11,3.2,17.6,9.8
2015,7,12,0,0.1,13.5
2015,7,13,0,1.6,5.9
2015,7,14,21,49.3,12.2
2015,7,15,0,0.1,10.2
2015,7,16,0,0,5.9
2015,7,17,0,3.7,3.9
2015,7,18,5.2,32,11.7
2015,7,19,7.3,42.6,11.9
2015,7,20,0,1.6,11
2015,7,21,9.8,57.9,10.8
2015,7,22,0,2.5,13
2015,7,23,2.4,7,10
2015,7,24,2.5,5,9.1
2015,7,25,0,12.4,8
2015,7,26,5.4,7.4,6.7
2015,7,27,4.7,36,13.7
2015,7,28,0.1,1.9,14.1
2015,7,29,0,3.1,9
2015,7,30,9.7,21.3,8.8
2015,7,31,1.6,18.9,16.9
2015,8,1,5.6,14.7,10.9
2015,8,2,0.3,5.1,9.5
2015,8,3,14.6,13.5,11.1
2015,8,4,0.4,13.8,14
2015,8,5,2,35.5,12.3
2015,8,6,0.2,2.8,9.1
2015,8,7,0.1,0.6,11.4
2015,8,8,0,6.7,11.9
2015,8,9,0,2,6.8
2015,8,10,0,37.1,6.5
2015,8,11,9.9,63,8.8
2015,8,12,1.7,25.5,12
2015,8,13,0.2,4.8,13.5
2015,8,14,0,6.2,12.2
2015,8,15,0,0.1,12.1
2015,8,16,0,0.3,11.4
2015,8,17,0,2.8,15.3
2015,8,18,0,10,17.4
2015,8,19,0,11.4,11.5
2015,8,20,0,15.9,16.3
2015,8,21,33.1,6.1,17.2
2015,8,22,0,0,14
2015,8,23,0,5.7,8.6
2015,8,24,0,29.9,11
2015,8,25,13.7,83.7,14.7
2015,8,26,11.7,5.9,17
2015,8,27,0.2,6.7,15.3
2015,8,28,0,0.3,10.2
2015,8,29,3.1,1.2,9.5
2015,8,30,0,0.9,13.5
2015,8,31,2.1,0.4,12.3
2015,9,1,0,0.1,7.2
2015,9,2,0,26.7,10.6
2015,9,3,0,0,9.5
2015,9,4,0,0,2.2
2015,9,5,0,0,5.3
2015,9,6,0,3.4,9.1
2015,9,7,8.3,49.3,16.1
2015,9,8,1.3,6.8,12.6
2015,9,9,3.2,9.3,11.5
2015,9,10,0,0.1,10.1
2015,9,11,0,0.5,8.7
2015,9,12,0.1,14,6.9
2015,9,13,10,47.2,7.2
2015,9,14,5.9,13.6,9.7
2015,9,15,0,0,10
2015,9,16,0,0,9.5
2015,9,17,0,0.1,10.5
2015,9,18,0,0.6,11.9
2015,9,19,6.7,11.8,11.8
2015,9,20,0,0,7.2
2015,9,21,0,0,0.7
2015,9,22,0,0.1,2.4
2015,9,23,0,0,4.2
2015,9,24,0,0,1
2015,9,25,0,0,-2.2
2015,9,26,0,0,-3
2015,9,27,0,0,-1.3
2015,9,28,0,4.9,6.5
2015,9,29,19.1,34.4,14.8
2015,9,30,10.5,16.7,5.9
2015,10,1,0,0,2.9
2015,10,2,0.9,0.2,-1.4
2015,10,3,0,0,1.1
2015,10,4,0,0.1,-3.1
2015,10,5,0,0,1.7
2015,10,6,0,0,4.5
2015,10,7,0.3,0.3,0.3
2015,10,8,0,0.7,1.5
2015,10,9,8.7,2,-5
2015,10,10,1.3,5,-1
2015,10,11,0,0.5,-2.1
2015,10,12,0,0.5,4.2
2015,10,13,5,3,8.1
2015,10,14,0.2,0.2,5.2
2015,10,15,10,8.6,-2.2
2015,10,16,2.7,6.7,-1.5
2015,10,17,0.6,1.5,-4.4
2015,10,18,4.3,0.7,-5.9
2015,10,19,0.3,0.2,-5.9
2015,10,20,0,0,-2.2
2015,10,21,0.8,2.1,-2.4
2015,10,22,6.4,1.5,-4.8
2015,10,23,0.3,0,-1.2
2015,10,24,3.3,13.3,-5.9
2015,10,25,8.5,1.1,2.8
2015,10,26,0,0.1,-4.2
2015,10,27,0.2,0.1,-6.8
2015,10,28,22.9,37.7,-7.3
2015,10,29,10,3.2,-0.2
2015,10,30,0.1,0.1,0.3
2015,10,31,0,0.5,-2.2
2015,11,1,6.6,6.9,-2.7
2015,11,2,0.2,1.7,0
2015,11,3,0.5,0.6,-1.1
2015,11,4,0,0.1,-1.4
2015,11,5,0,0.1,-3.3
2015,11,6,3.8,3.8,0.6
2015,11,7,0,0.1,1.4
2015,11,8,0,0,-3.2
2015,11,9,0,0,-4.7
2015,11,10,0,0,-1.5
2015,11,11,0,0.2,-4
2015,11,12,4.2,10,-1.3
2015,11,13,10.1,8.8,1
2015,11,14,3.3,1.6,-0.8
2015,11,15,0.5,0.4,-2
2015,11,16,1.2,0.1,-2
2015,11,17,0,0,-3.3
2015,11,18,0,0.2,-5.2
2015,11,19,8.6,28.8,-3.7
2015,11,20,13.6,1.7,0.4
2015,11,21,0,0.7,-3
2015,11,22,4.1,0.3,-2.9
2015,11,23,0.1,0.4,-3.7
2015,11,24,0,0.1,-7.5
2015,11,25,0,0,-11.9
2015,11,26,2.8,7.1,-9.6
2015,11,27,13.7,14.7,0.7
2015,11,28,0.5,0.4,-7.2
2015,11,29,0.7,0.4,-10.3
2015,11,30,0,0.1,-14.1
2015,12,1,0,3.4,-11.3
2015,12,2,10.3,14,-8
2015,12,3,0.2,4,-4.7
2015,12,4,0,0.2,-12.8
2015,12,5,0,0,-5.3
2015,12,6,0,0,-6
2015,12,7,0.8,0.1,-3.6
2015,12,8,0,0,-8.2
2015,12,9,0,0.8,-4.1
2015,12,10,1.8,0.6,-3.6
2015,12,11,0.7,1.7,-0.2
2015,12,12,0.2,0,0.2
2015,12,13,0,8.5,-4.3
2015,12,14,8.6,22.2,-5.6
2015,12,15,9.6,7.4,-5.9
2015,12,16,0,1.2,-7.1
2015,12,17,17.3,17.5,-7.6
2015,12,18,3.4,0.7,-3.9
2015,12,19,3.8,2,-8.2
2015,12,20,0.4,1,-11
2015,12,21,6.8,8.5,-11
2015,12,22,6.6,7.4,-11.4
2015,12,23,5.6,14.5,-6.9
2015,12,24,3.4,3.2,-2.9
2015,12,25,0,0,-2.5
2015,12,26,1.9,9.1,-8.2
2015,12,27,5.5,6.6,-12
2015,12,28,0,7.5,-16.5
2015,12,29,1.5,55.4,-20.1
2015,12,30,5.3,4.6,-21.2
2015,12,31,1,1.5,-10.7
2016,1,1,0.2,3.1,-9.6
2016,1,2,1,6,-9.2
2016,1,3,1.3,8.2,-11.7
2016,1,4,0,0.7,-18.2
2016,1,5,0,0.3,-22.1
2016,1,6,0.2,0.4,-15.9
2016,1,7,0.1,0,-11.6
2016,1,8,0,0.4,-14.5
2016,1,9,1.9,3,-16.6
2016,1,10,15.7,25.8,-6.9
2016,1,11,1.1,0.6,-10.7
2016,1,12,0.5,8.1,-19.1
2016,1,13,5.6,22.9,-17.9
2016,1,14,0,0.9,-15.5
2016,1,15,0,0.8,-17.1
2016,1,16,0.2,2,-17.8
2016,1,17,0.1,2.1,-11.2
2016,1,18,0.9,7.4,-15.4
2016,1,19,5.5,7,-14.7
2016,1,20,0,0,-9.9
2016,1,21,0,0,-13.2
2016,1,22,0,0,-15.6
2016,1,23,0,0,-18.4
2016,1,24,0,0,-25.5
2016,1,25,0,0.2,-18.9
2016,1,26,6.3,8.7,-17.6
2016,1,27,0.2,0.1,-16.1
2016,1,28,0.3,2.9,-19.4
2016,1,29,0,1.7,-11.5
2016,1,30,1.4,0.4,-9.1
2016,1,31,3.4,5.1,-7.9
2016,2,1,2.7,2.6,-3.3
2016,2,2,0,5.6,-16.2
2016,2,3,8.8,30.8,-21
2016,2,4,0,0.4,-11.4
2016,2,5,0,0.3,-12.9
2016,2,6,2.1,4.2,-17.7
2016,2,7,0,0.2,-17.5
2016,2,8,0.7,1.2,-25.4
2016,2,9,5.4,4.4,-14.8
2016,2,10,0.4,5.6,-15.3
2016,2,11,0.3,2.9,-15.4
2016,2,12,0,5.8,-23.5
2016,2,13,0.3,1.1,-29.4
2016,2,14,0,0.1,-26.6
2016,2,15,2.7,4.8,-23.1
2016,2,16,23.9,51.2,-20.2
2016,2,17,0,3.9,-4.9
2016,2,18,0,0.4,-15.9
2016,2,19,0.3,14.5,-22.3
2016,2,20,3.8,12.6,-14.3
2016,2,21,0.8,0.2,-5.7
2016,2,22,0,0,-18.5
2016,2,23,0.6,1,-27
2016,2,24,45.2,142,-19
2016,2,25,6.7,12,-7
2016,2,26,0.5,1.5,-9.2
2016,2,27,1.4,5.9,-21
2016,2,28,9.2,22.3,-15
2016,2,29,17,16,-18.1
2016,3,1,6.9,40.5,-16.4
2016,3,2,19.8,22.3,-21.3
2016,3,3,0.2,0.6,-20.9
2016,3,4,0,0.1,-24.9
2016,3,5,0,0.2,-27.6
2016,3,6,0.2,3.2,-26.7
2016,3,7,2,5.1,-20.7
2016,3,8,7.6,12.2,-11.1
2016,3,9,1.3,18.4,-16
2016,3,10,0,0.3,-7
2016,3,11,0,0,-13.7
2016,3,12,1.2,0.9,-12.8
2016,3,13,0.1,0,-4.9
2016,3,14,0.6,4.1,-19.6
2016,3,15,7.1,5.2,-7.7
2016,3,16,0,2.7,-2.2
2016,3,17,4.1,8.3,-11.1
2016,3,18,0,0.2,-11.8
2016,3,19,0.3,0.1,-19.6
2016,3,20,0,0.1,-22.1
2016,3,21,1.4,1.4,-19.4
2016,3,22,0,2.3,-12.4
2016,3,23,0,0.1,-19.3
2016,3,24,7.1,50.8,-20.7
2016,3,25,7.7,9,-12
2016,3,26,0,0,-11
2016,3,27,0,0.5,-13.1
2016,3,28,23.6,48.9,-4
2016,3,29,1.3,0.7,-4.1
2016,3,30,0,2.1,-13.9
2016,3,31,11.5,31.3,-0.9
2016,4,1,0.7,3.4,0.5
2016,4,2,0.9,2,-2
2016,4,3,0,0,-10.2
2016,4,4,0,0,-17.8
2016,4,5,0,0,-20.6
2016,4,6,0.3,34.6,-15.1
2016,4,7,15.5,37.9,-5.6
2016,4,8,2.2,2.2,0
2016,4,9,0,0.1,-3.8
2016,4,10,0,0.6,-10.7
2016,4,11,13.9,22.9,-15
2016,4,12,8.6,1.4,-3.1
2016,4,13,0,0,-2.6
2016,4,14,0,0,-8.2
2016,4,15,0,0,-10.6
2016,4,16,0,0,-8.9
2016,4,17,0,0.2,-4.1
2016,4,18,0,2.9,-2.3
2016,4,19,0,0,-5.5
2016,4,20,0,0,-2.3
2016,4,21,0,0.8,-3.6
2016,4,22,0.2,3.8,-4
2016,4,23,0,0.1,0.9
2016,4,24,0,0,-5.8
2016,4,25,0,0,-7.3
2016,4,26,0,0,-7.9
2016,4,27,0.4,0.2,-7.7
2016,4,28,0,0,-11
2016,4,29,0,0,-8.2
2016,4,30,0,0,-7.1
2016,5,1,0,2.7,-4.8
2016,5,2,3.3,1.5,-2.2
2016,5,3,1.3,0.1,1
2016,5,4,0,0.1,0.5
2016,5,5,0,0,0
2016,5,6,0,0.1,-0.7
2016,5,7,1.7,6.6,-1.4
2016,5,8,6.9,10.9,4.5
2016,5,9,21.3,4.6,-1.9
2016,5,10,0,0,-0.1
2016,5,11,0,0,-4.1
2016,5,12,0,0.7,-1.8
2016,5,13,19.1,9.2,0.6
2016,5,14,3.7,14.7,4.7
2016,5,15,14.3,6.6,1.3
2016,5,16,1.1,3.2,2.6
2016,5,17,0,0,2.3
2016,5,18,0,0,1.5
2016,5,19,0,1.4,0.2
2016,5,20,0,0,2.4
2016,5,21,0,0.1,5.9
2016,5,22,0,0.3,6
2016,5,23,0,0,0.5
2016,5,24,0,0.1,5.1
2016,5,25,0.4,4.5,10.1
2016,5,26,0.2,3,5.8
2016,5,27,1.8,12.9,4.7
2016,5,28,0,10.7,6.2
2016,5,29,5.2,65.9,2.9
2016,5,30,0.8,7.4,8
2016,5,31,0,3.6,10.9
2016,6,1,0,0.2,2.8
2016,6,2,11.5,20.4,1.9
2016,6,3,3.9,4.8,7.5
2016,6,4,0.1,0.4,9.6
2016,6,5,16.3,51.9,6.4
2016,6,6,8.1,10.5,7.1
2016,6,7,11.7,13.6,8.8
2016,6,8,34.6,10.1,5
2016,6,9,0.7,6.1,4.8
2016,6,10,0,0.3,5.3
2016,6,11,2.2,7.2,3.7
2016,6,12,29.7,18.4,6.8
2016,6,13,7.1,14,7.2
2016,6,14,0.4,0.8,6.8
2016,6,15,0,0.1,5.7
2016,6,16,0,0,5.5
2016,6,17,0,0.2,0.9
2016,6,18,0,0,3
2016,6,19,1,2.1,10.3
2016,6,20,0.2,21.9,14.4
2016,6,21,0,1.4,14.6
2016,6,22,0.2,3.9,4.5
2016,6,23,0.2,0.3,8.5
2016,6,24,0.2,0.1,2.7
2016,6,25,0,0.9,8.5
2016,6,26,0,2.3,12
2016,6,27,1,12.8,15
2016,6,28,14.1,59.1,16.9
2016,6,29,33.3,61.3,14.7
2016,6,30,0,0.1,11.3
2016,7,1,3.9,11.2,9.5
2016,7,2,6.1,10,13.5
2016,7,3,2.6,1.6,10.2
2016,7,4,1.5,12,6.1
2016,7,5,0.5,3.5,11.4
2016,7,6,0,10.6,8.8
2016,7,7,14.5,48.5,8.2
2016,7,8,0,10.1,8.1
2016,7,9,0.8,22.5,7.8
2016,7,10,0,2,9.6
2016,7,11,0,2.6,7.5
2016,7,12,0,1.1,9.6
2016,7,13,6.3,7.8,9.8
2016,7,14,13.3,63.7,15.1
2016,7,15,0.4,32.2,17.4
2016,7,16,0,0.3,9.4
2016,7,17,0,6.8,5.6
2016,7,18,14.6,63.4,12.3
2016,7,19,0.5,0.2,7.8
2016,7,20,0,0,8.9
2016,7,21,7.6,21.5,10.1
2016,7,22,17,46.9,16
2016,7,23,0,47.3,15.2
2016,7,24,0,0.4,12.3
2016,7,25,12.6,34,12.1
2016,7,26,0.3,1.7,15.1
2016,7,27,4.8,26.7,13.2
2016,7,28,0,1.6,12.8
2016,7,29,0,0.1,12.7
2016,7,30,0,0,8.1
2016,7,31,0,0,7.8
2016,8,1,0,0.2,7.6
2016,8,2,0,0.1,8
2016,8,3,0,2.9,12.7
2016,8,4,9.8,6.3,12.6
2016,8,5,12.2,23.1,14.5
2016,8,6,0.4,1,15.9
2016,8,7,0.7,5.5,14.5
2016,8,8,0,0.1,10.8
2016,8,9,0,0,6.5
2016,8,10,6.6,16,8.4
2016,8,11,0.5,30.4,13.1
