"plot_year"	"Browsing_percent_plot"	"old_browsing_plot"	"young_browsing_plot"	"no_browsing_plot"	"height_plot"	"growth"	"FAI"	"site"	"NPP_July2016"	"NPP_June2016"	"EffectiveMooseDensitykm2"	"year_site"	"mean.temp"	"summ.temp"	"wint.temp"	"rain.GP"	"rain.year"	"rain.wint"	"site_Treatment"	"territory"	"EX"	"build_year"	"sample_year"	"time"	"date"	"month"	"day"	"plot"	"species_cor"	"nom_lat"	"height"	"diam"	"arrow"	"stem_state"	"no_browsing"	"young_browsing"	"old_browsing"	"Browsing_percent"	"sampling_area_m2"	"missingpicnote"	"Site"	"LON..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LAT..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LON.E"	"LAT.N"	"browsingfactorial"
"10904"	"49_2011"	0.3424657535	"0.5"	"0"	"75"	112.75	-5.08953468832058	1.13603231755511	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	49	"Abibal"	"Abies balsamea"	90	NA	"Browsed"	"Live"	144	0	2	1.369863014	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"yes"
"10908"	"49_2012"	0	"0"	"0"	"55"	92.3333333333333	5.05837427186147	0.440718001436106	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	49	"Abibal"	"Abies balsamea"	41	NA	"Unbrowsed"	"Live"	4	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"10911"	"49_2013"	0	"0"	"0"	"123.5"	112.625	-1.05322207631777	1.13603231755511	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	49	"Abibal"	"Abies balsamea"	112	27.3	"Unbrowsed"	"Live"	146	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"10915"	"49_2014"	0	"0"	"0"	"91.2"	108.4	-12.3145965846385	1.42004039694388	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	49	"Abibal"	"Abies balsamea"	38	6.6	"Unbrowsed"	"Live"	5	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"10920"	"49_2015"	NA	NA	NA	NA	59	4.4559395536521	3.97611311144287	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	49	"Abibal"	"Abies balsamea"	169	NA	"Unbrowsed"	"Decaying"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"10938"	"5_2011"	10.6291222722222	"1.33333333333333"	"0"	"12.2222222222222"	45.5555555555556	-0.200811572736459	1.32237729475868	"CA1001"	6.5	5.050000191	2	"2011_CA1001"	2.94002732240437	14.0672131147541	-5.32868852459016	3.37704918032787	2.76092896174863	2.06939890710383	"CA1001_EX"	"Casault"	"EX"	2010	2011	"T1"	"19/07/2011"	7	19	5	"Abibal"	"Abies balsamea"	46	NA	"Unbrowsed"	"Live"	14	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"10947"	"5_2012"	4.527243589375	"1"	"0"	"31.875"	44.75	0.5608874962639	1.1679834209789	"CA1001"	6.5	5.050000191	2	"2012_CA1001"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1001_EX"	"Casault"	"EX"	2010	2012	"T2"	"27/05/2012"	5	27	5	"Abibal"	"Abies balsamea"	57	NA	"Unbrowsed"	"Live"	28	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"10955"	"5_2013"	0	"0"	"0"	"14.625"	47	1.27757707482333	1.50007530013633	"CA1001"	6.5	5.050000191	2	"2013_CA1001"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1001_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	5	"Abibal"	"Abies balsamea"	51	7.16	"Unbrowsed"	"Live"	14	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"10963"	"5_2014"	0	"0"	"0"	"10.625"	52.125	-2.23316317956923	1.20827413188079	"CA1001"	6.5	5.050000191	2	"2014_CA1001"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1001_EX"	"Casault"	"EX"	2010	2014	"T4"	"25/05/2014"	5	25	5	"Abibal"	"Abies balsamea"	94	10.4	"Unbrowsed"	"Live"	20	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"10971"	"5_2015"	NA	NA	NA	NA	43.1666666666667	1.94381645530611	1.58695157106582	"CA1001"	6.5	5.050000191	2	"2015_CA1001"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1001_EX"	"Casault"	"EX"	2010	2015	"T5"	"26/05/2015"	5	26	5	"Abibal"	"Abies balsamea"	14	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	NA
"10985"	"50_2011"	0	"0"	"0"	"10.5"	47	0.498566663345689	0.503501690767684	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	50	"Abibal"	"Abies balsamea"	65	NA	"Unbrowsed"	"Live"	15	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"10987"	"50_2012"	0	"0"	"0"	"14.5"	49	-3.30300414466519	0.35861532713132	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	50	"Abibal"	"Abies balsamea"	33	NA	"Unbrowsed"	"Live"	8	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"10989"	"50_2013"	0	"0"	"0"	"13.25"	35.75	0.917006541510822	0.684710329059389	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	50	"Abibal"	"Abies balsamea"	34	11.38	"Unbrowsed"	"Live"	14	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"10993"	"50_2014"	0	"0"	"0"	"11.1428571428571"	39.4285714285714	0.334204027077878	0.976848489748979	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	50	"Abibal"	"Abies balsamea"	27	7.6	"Unbrowsed"	"Live"	3	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11000"	"50_2015"	NA	NA	NA	NA	40.7692307692308	0.14477608877923	1.87044275992949	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	50	"Abibal"	"Abies balsamea"	20	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11016"	"51_2012"	0	"0"	"0"	"9"	43	-0.249283331672845	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	51	"Abibal"	"Abies balsamea"	43	NA	"Unbrowsed"	"Live"	9	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11017"	"51_2013"	0	"0"	"0"	"9.5"	42	-0.498566663345689	0.308398323291216	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	51	"Abibal"	"Abies balsamea"	28	3.8	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11019"	"51_2014"	0	"0"	"0"	"11.5"	40	1.23395249178058	0.320593445242435	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	51	"Abibal"	"Abies balsamea"	59	13	"Unbrowsed"	"Live"	22	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11021"	"51_2015"	NA	NA	NA	NA	44.95	0.594125273820279	1.4932111286512	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	51	"Abibal"	"Abies balsamea"	35	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11032"	"52_2011"	3.144654088	"5"	"0"	"154"	224	-21.4383665238646	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	52	"Abibal"	"Abies balsamea"	224	NA	"Unbrowsed"	"Live"	154	0	5	3.144654088	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"yes"
"11034"	"52_2013"	0	"0"	"0"	"123"	230	0	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	52	"Abibal"	"Abies balsamea"	230	37.1	"Unbrowsed"	"Live"	123	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11036"	"52_2015"	NA	NA	NA	NA	48.7857142857143	3.62647894409781	1.98805655572144	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	52	"Abibal"	"Abies balsamea"	14.5	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11045"	"53_2011"	7.56862745	"2.33333333333333"	"0"	"29.3333333333333"	120.666666666667	-0.415472219454742	0.85202423816633	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	53	"Abibal"	"Abies balsamea"	97	NA	"Unbrowsed"	"Live"	36	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11048"	"53_2012"	0	"0"	"0"	"16.5"	119	-6.21130968084838	0.568016158777553	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	53	"Abibal"	"Abies balsamea"	114	NA	"Unbrowsed"	"Decaying"	17	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11050"	"53_2013"	0	"0"	"0"	"29.5"	94.0833333333333	0.577506385042093	1.70404847633266	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	53	"Abibal"	"Abies balsamea"	37	10.8	"Unbrowsed"	"Live"	8	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11056"	"53_2014"	0	"0"	"0"	"32.8"	96.4	-5.66704107336267	1.42004039694388	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	53	"Abibal"	"Abies balsamea"	95	25.2	"Unbrowsed"	"Live"	39	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11061"	"53_2015"	NA	NA	NA	NA	73.6666666666667	5.89139607186823	2.55607271449899	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	53	"Abibal"	"Abies balsamea"	79	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11073"	"54_2011"	0	"0"	"0"	"40.3333333333333"	62.6666666666667	0.282521109229224	0.85202423816633	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	54	"Abibal"	"Abies balsamea"	51	NA	"Unbrowsed"	"Live"	23	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11076"	"54_2012"	0	"0"	"0"	"31.4"	63.8	2.76081289827675	1.42004039694388	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	54	"Abibal"	"Abies balsamea"	107	NA	"Unbrowsed"	"Live"	17	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11081"	"54_2013"	0	"0"	"0"	"42.5"	74.875	0.529727079804795	1.13603231755511	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	54	"Abibal"	"Abies balsamea"	39	19.62	"Unbrowsed"	"Live"	19	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11085"	"54_2014"	0	"0"	"0"	"65"	77	-3.24068331174698	1.13603231755511	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	54	"Abibal"	"Abies balsamea"	58	20.4	"Unbrowsed"	"Live"	60	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11089"	"54_2015"	NA	NA	NA	NA	64	0.664755551127587	2.55607271449899	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	54	"Abibal"	"Abies balsamea"	154	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11101"	"55_2011"	0	"0"	"0"	"7.5"	32.1666666666667	2.20200276311013	0.876414482068769	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	55	"Abibal"	"Abies balsamea"	39	NA	"Unbrowsed"	"Live"	11	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11107"	"55_2012"	0	"0"	"0"	"7.33333333333333"	41	1.17163165886237	0.85202423816633	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	55	"Abibal"	"Abies balsamea"	49	NA	"Unbrowsed"	"Live"	11	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11110"	"55_2013"	0	"0"	"0"	"16"	45.7	-2.70294355342413	0.722215320423161	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	55	"Abibal"	"Abies balsamea"	58	12.36	"Unbrowsed"	"Live"	16	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11115"	"55_2014"	0	"0"	"0"	"16.1428571428571"	34.8571428571429	-1.40667022872534	1.01841852176316	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	55	"Abibal"	"Abies balsamea"	58	19.5	"Unbrowsed"	"Live"	41	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11122"	"55_2015"	NA	NA	NA	NA	29.2142857142857	0.683748566874087	4.01269847729653	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	55	"Abibal"	"Abies balsamea"	72	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11150"	"56_2011"	0	"0"	"0"	"27"	57	0	0.568016158777553	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	56	"Abibal"	"Abies balsamea"	66	NA	"Unbrowsed"	"Live"	42	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11152"	"56_2013"	0	"0"	"0"	"47"	68.5	0	0.527420706361055	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	56	"Abibal"	"Abies balsamea"	68.5	25.95	"Unbrowsed"	"Live"	47	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11153"	"56_2015"	NA	NA	NA	NA	83.75	-3.17836247882877	0.669424746055443	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	56	"Abibal"	"Abies balsamea"	93	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11159"	"57_2011"	22.039938556	"7.8"	"0"	"23"	121.8	-15.9042765607275	1.42004039694388	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	57	"Abibal"	"Abies balsamea"	169	NA	"Unbrowsed"	"Live"	24	0	7	22.58064516	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"yes"
"11164"	"57_2012"	0	"0"	"0"	"13"	58	-0.997133326691378	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	57	"Abibal"	"Abies balsamea"	58	NA	"Unbrowsed"	"Live"	13	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11165"	"57_2013"	0	"0"	"0"	"25"	54	-5.42191246388437	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	57	"Abibal"	"Abies balsamea"	54	14.12	"Unbrowsed"	"Live"	25	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11166"	"57_2014"	0	"0"	"0"	"8.25"	32.25	-1.24641665836422	1.13603231755511	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	57	"Abibal"	"Abies balsamea"	20	7.9	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11170"	"57_2015"	NA	NA	NA	NA	27.25	3.26561164491426	3.97611311144287	"CA1003"	6.5	4.699999809	2	"2015_CA1003"	2.62267759562842	14.6684426229508	-5.76065573770492	3.00983606557377	2.84863387978142	2.96612021857923	"CA1003_EX"	"Casault"	"EX"	2010	2015	"T5"	"24/05/2015"	5	24	57	"Abibal"	"Abies balsamea"	80	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	NA
"11187"	"58_2011"	50	"6.5"	"0"	"3"	32.5	0.124641665836422	0.568016158777553	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	58	"Abibal"	"Abies balsamea"	30	NA	"Unbrowsed"	"Live"	6	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11189"	"58_2012"	0	"0"	"0"	"3"	33	-0.872491660854956	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	58	"Abibal"	"Abies balsamea"	33	NA	"Unbrowsed"	"Live"	3	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11190"	"58_2013"	0	"0"	"0"	"10"	29.5	1.1217749925278	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	58	"Abibal"	"Abies balsamea"	29.5	10.1	"Unbrowsed"	"Live"	10	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11191"	"58_2014"	0	"0"	"0"	"5"	34	0	0.284008079388777	"CA1003"	6.5	4.699999809	2	"2014_CA1003"	1.61	15.1459016393443	-8.34395604395604	3.48196721311475	2.95452054794521	2.75714285714286	"CA1003_EX"	"Casault"	"EX"	2010	2014	"T4"	"27/05/2014"	5	27	58	"Abibal"	"Abies balsamea"	34	13.7	"Unbrowsed"	"Live"	5	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11194"	"59_2011"	0	"0"	"0"	"5.25"	28.75	0.5608874962639	0.580211280728773	"CA1003"	6.5	4.699999809	2	"2011_CA1003"	3.30286885245902	14.4717213114754	-4.97677595628415	3.55491803278689	2.98524590163934	2.27049180327869	"CA1003_EX"	"Casault"	"EX"	2010	2011	"T1"	"20/07/2011"	7	20	59	"Abibal"	"Abies balsamea"	16	NA	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11198"	"59_2012"	0	"0"	"0"	"6"	31	1.77614373816902	0.85202423816633	"CA1003"	6.5	4.699999809	2	"2012_CA1003"	3.47342465753425	15.258606557377	-4.92967032967033	2.67459016393443	2.88054794520548	2.71648351648352	"CA1003_EX"	"Casault"	"EX"	2010	2012	"T2"	"06/06/2012"	6	6	59	"Abibal"	"Abies balsamea"	38	NA	"Unbrowsed"	"Live"	7	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
"11201"	"59_2013"	0	"0"	"0"	"9"	38.125	-1.27757707482333	0.580211280728773	"CA1003"	6.5	4.699999809	2	"2013_CA1003"	1.20931506849315	13.9045081967213	-8.31236263736264	3.25081967213115	3.09616438356164	2.91208791208791	"CA1003_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	59	"Abibal"	"Abies balsamea"	54	12.56	"Unbrowsed"	"Live"	7	0	0	0	4	"ok"	"CA1003"	352525.7536	5371542.396	-66.8543759	48.48069299	"no"
